,image,label,features_pca
10,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/0_100.jpg,Apple Crimson Snow,"[-7.892948863441462,-19.442709801398184,-23.12664374584749,0.09519236148908031,8.028066677033591,1.0744010108100241,-1.2105056187302197,-4.35238752561435,-0.7247630810412453,2.07586384295775,3.732015533028972,1.7665811750087619,-1.7947765365952595,-0.8830617547738419,2.2869216871157327,7.62440551347365,-3.4535152586151923,-0.3322606208024639,-2.0012478408006706,-4.453976879601417,-2.238037661113659,0.24831194912020896,-1.173867475371171,7.105044613895613,-2.397557863742443,0.6448902593117157,-3.3660401659017793,-2.1943736289832945,-1.0513154172992374,1.501606700662401,1.9469165020813604,-3.4290835595348876,-1.7078416810689252,-1.9203897058749455,-0.9044312904520966,-0.6686233928267106,-0.40611329886515707,-1.4838696504933442,-0.37340556103578937,-1.2809236940495838,-1.8406063513380182,2.6780473517487104,0.062208929430387055,0.41030424501496626,-2.0783705189493706,-1.1845094554965079,-0.5794529809853755,-0.5173955994415275,-0.3046280619446709,2.198761179974409,0.13393171871938603,1.7312154159005766,-1.6052146194007366,3.4605094758132235,-1.3174833819820535,-0.1463076384971362,-0.6301010138029649,2.0347287980560522,-0.13767368709214794,-0.49716350566847745,0.6795203942166134,1.613726270404574,-1.1856398890269066,-0.6362012208441875,-1.0091305643145994,1.2795324603343177,4.628945693725574,2.1632606693781606,-0.4393309984325475,2.24028405117574,1.4654175060426629,-2.3939182301156094,0.9015048715306118,1.2091472488936335,1.5199440266741078,-0.03577432683736891,-0.1566163419399984,-0.2360642290133877,0.24641057632391172,-1.1973123643823793,-0.35786826733736743,-0.46650467320858713,-3.2523111268052234,-4.113389433787318,-1.6234721707227324,0.9664464068251071,-0.9024518137330104,0.5380474903791916,0.003953941937281275,3.683070285041765,0.8539473029582271,-0.7691745507044221,1.4368046747524106,-4.512677214142025,0.294446541131985,0.341224483097208,-1.4538887607322273,2.1426244793791955,0.13676674540513578,0.08970221372571462]"
11,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/10_100.jpg,Apple Crimson Snow,"[-7.850761999542407,-18.272646241700876,-23.59526680838114,0.9553769057096755,8.277925979506463,2.9354467958511377,-1.9292265991236517,-3.425146778323489,-0.3878812880057936,1.8459368492123704,5.591305888320728,2.4237348266310867,-1.9828199111453075,-0.9790087450603623,1.512043099152276,8.142956742167684,-2.8678953161919596,-0.8103805971003971,-1.6294100728131782,-4.282622963988312,-2.6422604865015735,0.2089193997057966,-2.039636895545589,7.739750984450682,-2.8316515651708585,1.4018446899522086,-3.1306896801353354,-3.1336576245653993,-0.44632947410938323,2.4467542215400506,2.1227983231768506,-2.587700035773941,-1.3458766694408943,-2.177705820379179,-1.1969996425887386,0.9186467054192337,-0.7043199124938622,-1.3260643651329225,0.31483076850677166,-1.6452182136820643,-2.775246512286417,2.658482335702308,-0.6512517762576605,0.49713250457609376,-2.298020813543807,-1.8785732062299336,-1.0721699029969454,-0.24982954941189886,0.34303151612804894,1.6651126847914555,-1.0224652855244765,3.214099779901737,-1.3985670422866654,4.10107422966313,-1.7729426045154781,-0.13758611861270875,0.9103501516279362,2.178874694031985,-1.2538035294947834,0.12345408546405823,-0.7235627786100723,1.7238400526401312,-0.7529929332880467,-1.9091462474981435,-1.9451811920190154,0.884517242900004,5.556939679520298,1.9332715171245245,-2.1283447570009524,3.2712501831400376,3.1423174983563174,-3.4827731825001838,1.9234587770166323,3.073274807506795,1.839092563633156,-0.3762716898829778,-0.10658582292784367,-0.6781135371508348,0.909858168718207,-2.146234286115694,-1.4963082165674284,-0.7360868044197282,-4.444631002991125,-5.482469767874677,-2.170234129289156,1.860686987689543,-1.543397131228086,2.1403846416650527,-1.7569331630518992,4.868690008004573,1.0192415329676112,-2.709539635797685,3.6669255066495223,-6.860581650430797,-0.14956973578775,0.5208771452741309,-0.9585209775248427,5.878609275840661,-1.2889226376645715,0.7890001145296769]"
12,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/111_100.jpg,Apple Crimson Snow,"[-1.4132773316223513,-19.148824590189836,-19.917379000085877,2.303142299078527,2.5933171571677027,5.247623157863595,-2.999172518823776,-2.152776388008678,3.020162187078959,0.525637484615216,5.889195207860022,4.883881652048116,-1.6348416254310438,1.5062589031694402,3.597504023948683,2.9862213609921837,0.799013140201689,2.448903590162591,0.7344000721276177,-3.8639872345942887,-2.0535391598988832,-1.6825386056604317,-3.676408686565674,3.2951250704476824,-1.0097314630562775,0.8374953725767814,-1.3306255090858303,-2.9945532237883583,-0.17318245817408429,-0.10267734434261694,-0.9471871682585897,-4.983482114802039,-2.391095072647448,-1.621759786863848,0.5898730678156048,1.896527946227239,0.567208658719129,-1.7003459517199262,-1.1848591241563267,-0.8346502703131231,-1.9753871738039817,2.054223012350111,-1.3748878075500814,-0.4270321533710177,0.07166462089270775,2.049807342120595,-0.9028888173700448,0.43435343631099294,-0.5050500513631367,2.432341751273784,-0.9291814036678333,1.773928241328912,-0.8109951849232168,2.4325053654633426,0.24852345740331638,-1.5241601582801667,-0.5819157701025142,1.3758616390400493,1.690928571246473,-1.4029513021242626,-2.490116310725356,1.95294934994331,-1.7103468781084903,-0.16533410527682163,-1.7208004778784154,1.6171550988654615,1.749918394544307,0.3767069114990966,-2.1637757862490608,2.823072730155316,0.8114615138991063,-1.411449438975009,1.4377753183452087,0.49152913064804865,-1.7965154739959488,-1.032893101465435,-1.0888091465628151,-0.42169311717733543,0.7003723662148322,-0.028413872815005785,0.6046011529474438,-3.424645529944919,-3.1315774115752575,-2.0813605469772534,0.586245192653748,0.24876709533651836,-2.0037749990079665,0.77348255966238,-2.481552639352329,3.0605351980171194,-0.046346952057390374,-2.242735906472134,2.1793286703027803,-0.9922959140712658,-1.1677107566987972,-0.26114865991661323,0.4350581607861981,3.7584091884840625,0.19691410243092228,-0.34635975444199907]"
13,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/11_100.jpg,Apple Crimson Snow,"[-7.095461740663575,-18.59122357662873,-24.061572635246474,0.38370434107352747,8.874888025451778,3.7203641109233643,-1.395116742041942,-2.69326707235019,0.8929883452725824,2.852265414819468,4.953790638760233,2.5302867716254243,-1.5021624457552634,-0.5903283444719216,2.117773363417467,6.881335503484279,-1.9074660181542717,-0.9589581525158479,-0.8191174897183168,-3.9691132208621354,-2.637783127940881,0.9326225225023089,-2.1346488572489344,8.311711739821847,-3.299589580158486,1.7014171124188453,-3.205230726498223,-3.7645109365892635,-0.5523114299724396,1.6922008530382295,1.8677025835891834,-2.882554935716311,-0.9952571651520663,-2.4593591082212454,-0.7225750245497948,0.9764002663529632,-0.9759480464131169,-1.4320702008480324,0.06144798819357194,-1.7330914558343342,-2.3136825203413562,2.954859814194289,-0.2425714080796182,0.6778698059942648,-2.382338188621621,-0.9781002214383087,-1.1370946448061505,-0.261480817533058,0.500459417587979,1.6634321405988959,-1.1420498531120349,2.738180316888324,-1.6068520878407906,4.378125693618636,-1.8742062448961954,-0.09530643460167221,0.5793739395232754,1.9439639597056957,-0.7899007208886181,0.09968803191755823,-0.8987554686376915,2.085564343014218,-0.6670325911018932,-1.4281566700314365,-2.4166085734849303,1.0486702932158434,5.072436053092349,2.44537164447572,-2.9193950378526763,4.00567684352035,4.038505803906392,-2.83758866041091,1.975641563362674,2.7076392605330146,1.9760225880730253,-0.5226444075599495,-0.47402831867593737,-0.15961148346747228,0.9701057219014669,-2.2252877021893362,-0.858935706333876,-1.1829924082770817,-4.340033821546753,-6.0789868084628935,-1.1515332750843712,1.474606147190653,-1.8217608673887566,1.6353518594242455,-1.7005820691450235,4.739401326002814,1.005563573019897,-3.131799264261492,4.135657253463468,-6.0516696018144165,-0.347363257130336,0.13726877626843922,-1.1498064443458933,6.256267596988993,-1.2697109747848914,0.8479646930714987]"
14,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/12_100.jpg,Apple Crimson Snow,"[-7.61416589964304,-18.68091229672308,-24.191372551816123,0.15386901823689414,9.014599514289564,3.5680689566864356,-1.655289042203149,-2.677251765093957,1.0517517703860897,2.3960243625564077,4.95328482253992,2.4455433725958655,-1.5752464189102113,-0.7758885142784395,2.762114181478115,6.8504369483562435,-1.6119532170692201,-0.4001267682906102,-0.674887742288738,-3.9671072269857097,-2.719756517936308,-0.10104426670019638,-2.4294089872784532,8.361121663025584,-3.1273659764212676,1.5271353608252733,-3.1858124066674374,-3.7166853858130877,-0.23306024202597622,1.7257401257891851,1.6613483095782573,-3.250317085035239,-1.0616353539821557,-3.067942189019986,-0.5286829400339985,0.9717801561103504,-0.9664597785204283,-1.4933587179744299,-0.2852941633446046,-1.8216682702648297,-2.2219160305049765,3.0694843050516902,-0.8228036039348446,0.352912929956898,-2.0963108063216,-1.4887051487736962,-1.093845565935303,0.13079254241843233,1.0514900088172308,1.3872088853869524,-0.8367799103429366,2.7228621432865165,-1.3791100652775303,3.6958115437080417,-1.3814279357174506,-0.29924404437254826,-0.003315417347247198,2.0183873791459295,-0.8594732325906916,0.09695470609926682,-0.7546618575965137,2.298080153653566,-1.0798497219763166,-1.558278578751833,-2.04183260720145,0.7077069463156298,5.024605727255413,2.6023228196762958,-3.0587961797472074,4.387003829092426,4.260839409298902,-3.1417334611033385,2.302328518164787,2.949261855915939,1.5915911847232074,0.03519510930461231,-0.34476380115108146,-0.6333606588408077,1.2689703538183839,-2.6136567940102364,-0.9883544481239558,-0.8351281336818362,-4.162997847894267,-6.208594452459648,-0.7334716633139919,1.5540740602909828,-2.2298842482972425,1.6198548775077004,-1.8487207183912722,4.705095881822313,1.2695947052746404,-2.8051529930282006,4.349504703963099,-6.209212558359205,-0.6175351370047758,0.9064227825035506,-0.8425269648106286,6.538105232838962,-0.8878958092830734,1.1263204531277207]"
15,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/13_100.jpg,Apple Crimson Snow,"[-7.3098790398869316,-18.94119840658856,-24.69154501387096,0.805010317729013,9.351798581131728,4.015497368852493,-1.254195627560853,-1.9759155178199603,1.793894334924619,3.050195142150693,4.251241733521016,2.692375187677642,-1.257790178813606,-0.43403934490141133,2.9386373039267566,6.162118188441938,-1.3433003877554872,-0.641779235638575,-0.4284979627503207,-4.057969993411564,-2.695329002420724,0.18538972788273309,-2.4562609902087558,7.770409117885651,-3.7838672123585866,1.589317490249259,-3.27789213327413,-3.931054665094062,-0.9716438389409738,1.5923733672897673,1.2099557887222114,-3.1473308640352378,-1.0523390920246327,-3.0283006817429015,0.0866419147956193,1.2595889814930252,-0.8771656779936268,-1.797608684445952,-0.6401726372501382,-2.1581158735252592,-1.5757616677457829,3.435036204898734,-0.20245981360224594,0.4994172004533939,-2.205913802950114,-1.2678518939531085,-1.3822789572006067,-0.21288716064881763,0.5282548915383013,1.6679466693394398,-1.1212771324881627,2.5563386363113003,-1.2955873568631477,4.0260249402873125,-1.4933155648230683,-0.3387627413362883,0.3428596412907147,1.7424841229895551,-0.0362425627710196,-0.30095473084375834,-0.7809807909563194,3.2215189552981562,-0.94730019640149,-1.3371508331907023,-2.6971033223608236,0.4379458217816771,5.298105990952034,2.411958939930447,-3.246536663682258,4.10747379722319,4.458263863341702,-3.039989152630384,2.888710269281267,2.3175224838484825,1.993631436484747,0.12632787799796638,-0.7331137844449205,-0.11277282041730435,1.457513930041267,-2.6020808847234087,-0.27686028869091683,-0.7309866323800494,-4.218986872395207,-5.861458530650496,-0.47399269944736444,2.0779087355235757,-2.660653724022411,1.5758680373744354,-1.3906953227239183,4.7148613357032785,1.1843207792285115,-2.607107956046754,3.931089475766374,-5.7042760001393,-0.399418729004496,0.09374960503684081,-1.1525707631897444,6.72597275095142,-1.736366363367838,1.207176468750914]"
16,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/14_100.jpg,Apple Crimson Snow,"[-6.584128800044782,-18.76538527403866,-25.211249369406772,0.12140476007368449,9.126357263525819,4.543742290182949,-0.6245663705657548,-2.057717176347706,2.2609239697477936,3.3867373169711206,3.7398878611131905,2.5294537485697153,-0.5724822183933655,-0.093291199178216,3.843882821583925,6.039076071340545,-1.1982310680169352,-0.968413896812886,-0.8907726256003943,-3.3762629903038217,-2.836428090556518,0.3500262524410642,-2.0635320396885937,7.792425640632142,-3.690842745463806,1.312547160538823,-3.6743514311981658,-3.1798040041371074,-0.5211310900972296,0.7575656170573324,1.024955399501677,-3.2410439665950097,-1.3566560212244922,-2.7371937248746923,-0.380783925652649,1.3020491306146558,-0.13379235129593064,-1.68568329368676,-0.5627063182776147,-1.8514725759369655,-1.2263672759466093,3.1693508854976757,-0.6478877798687687,0.16107135630094574,-2.22752888476851,-0.8470956590002018,-0.8696898171547603,-0.3698967394844055,0.7339168199479019,1.5498291198858567,-1.1264681166738022,2.5077198168504737,-1.689878179523341,4.037972974173225,-1.5326798962687396,-0.6065310840325506,-0.32540876662601514,1.6512279276907174,-0.2995761577142958,0.08274027876450003,-0.6851568730272827,3.180205036316603,-1.3602770669295616,-0.4596453736652551,-1.8533778336947682,0.7862710379376333,4.072947269465422,2.4845769406932505,-3.229106672279424,4.582368769244495,4.940267411537868,-2.9957299931202925,2.492728556696453,2.1700147586110625,1.9638466277700757,-0.0734773969232276,-1.3766435929567384,0.14369799730870872,0.975932248126202,-2.1803571265484734,-0.7559341892301454,-0.4656546855990618,-3.593271204959544,-5.729504896542084,0.4185842187192176,2.169542157847909,-2.2985084104977918,1.3502771184984956,-0.8669787839173727,4.668926165544465,1.1453794365292298,-2.4202383845800655,3.691351223146301,-4.708444242447292,-0.49192996291503605,0.4665335945893363,-1.3220629328776594,6.42656901551815,-0.8182762407677346,1.3634423031733627]"
17,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/156_100.jpg,Apple Crimson Snow,"[3.802343609172552,-19.526330937367128,-19.05391785582145,1.5077694568041202,4.747578034401354,7.602868928956278,-3.5128444343205483,-1.9056166343497518,1.275579699159228,-1.1191890819882528,7.031048862390203,4.319168560834699,-2.2925181631605467,2.877593811606949,3.582994487082006,3.119037952031004,-0.614254050114851,2.2764974279309804,2.9905578546695835,-1.6894122100182476,0.02067524214661279,-1.355005672844968,-2.4411735134861283,1.8558883441326421,-2.098957415436494,-0.30812552068697335,0.3512529289394725,-0.05215424358618463,0.8363945605892924,-1.7501753572162086,0.04099231939072817,-3.4784612475344576,0.2668645168772228,-0.7722651237718804,-0.6486400946432124,-0.23626408470578947,0.7002690193615303,-1.916812475043189,0.25488209419918806,1.557104596700687,-4.65768074764784,-1.1721529011087926,-4.064706596782626,-2.1978169686843505,-0.44457790963304267,2.103999547828393,0.9169526138709504,0.1825777857524774,-2.685266794081155,3.1044336476106706,-4.022782659260701,4.4425019488900865,-1.4982646811696407,-0.5182885708514214,-0.5304114884470724,0.31902596061486777,0.27053459179926326,1.7804825828586113,-0.3628446490583724,-2.5183038110307345,-0.9175274812868185,2.447212540314842,-0.7107805480803266,-1.8055524194687291,0.48063099472692833,0.5506927595313806,1.5994871681618543,-0.4215304602700319,-2.6974086989795243,0.04830782112145681,-1.643446695860483,-1.0751475617414865,0.011479772692009237,-0.017828523715632833,-3.2920815162713644,-1.1896635511868958,-1.4137424128636498,-2.680062138638217,1.404249099885668,-0.9798875304261884,1.3950832084359854,-4.92154787356794,-5.096686349373147,0.2682976347769785,-0.09230699880383432,-3.987135005969376,0.966112401390794,0.759210702734526,-5.556619568136087,-0.24109185470122704,2.1239670916936255,-3.5667786322468036,-0.4893861609706022,-7.137640942478374,-4.59718053269717,1.5531291152396502,5.039072574269344,1.8613863896815772,-2.5565692950430137,0.7304959998258093]"
18,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/157_100.jpg,Apple Crimson Snow,"[4.17261425369172,-19.584561107527765,-18.998460984776322,1.5256582661443503,5.322593351625421,6.81534031633345,-3.221386221365192,-1.1825160523779792,0.5778176017843417,-1.5458955167890955,6.669768776601189,3.8242425952075094,-2.6456231741046916,2.6715374473256794,3.6738444533575145,3.3781963734256912,-1.3814653702559392,2.6297899941037506,2.868073863150687,-1.7616108242138058,0.35798918849540967,-1.7649528802758752,-1.9500884056994408,1.3287285559329356,-2.0804031008868504,-0.3760544406417914,-0.18210071611789336,0.15864823047304638,0.8299436293168847,-1.720190648340566,0.26134563786659876,-3.3707880671578656,0.28262928605799537,-0.810754975193279,-0.6919782806814988,-0.17499323960723023,0.8539416906284528,-2.000910881327167,0.669139834445429,1.6642720460136577,-4.808525384218772,-0.7584399026370118,-4.087526579589538,-2.1022700915592645,-0.23927519411519413,1.817788728301087,1.1792348127827177,0.19941858335071905,-2.0898696295352175,2.8357369469959015,-4.137596993192392,4.315272894997556,-1.2465409754599266,-0.38373664932380663,-0.7837459572661309,-0.045504894965211234,0.58593470196509,1.8643435391516097,-0.2581423056365226,-2.6170897545943532,-1.1273503581783442,2.62386029910626,-0.18141794583479856,-1.2623341459058524,0.9218759435576986,0.5960664623306876,1.9374144264530209,-0.42059147062784424,-2.3020426847031294,-0.07554963839669121,-2.0181413310643075,-0.9036926829060281,-0.47891146301319126,0.09292906579817145,-3.6624677072527376,-1.524969991754327,-0.8775943726390987,-2.562269187558675,1.3944813899745774,-1.1788649206431967,1.564337809114615,-4.645883748847692,-4.949951099598229,0.4814990763782193,-0.23412163916405146,-3.660565894111758,1.2636081648610464,0.504851423056267,-5.4562958029293664,-0.5712425833375514,2.0172556123311915,-3.3847601509970695,-0.6795604239107378,-7.281626298491123,-4.643252553929824,1.932620730129686,4.9714983678325755,1.2981423893060402,-2.3719404568781832,0.9718122902413211]"
19,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Crimson Snow/158_100.jpg,Apple Crimson Snow,"[2.7948255600118417,-19.696572398592654,-19.392260272663577,1.3342354372210816,5.45316762779702,6.806972946181641,-3.9434048452212913,-1.918050290521266,0.8715311092649345,-1.4557279523530218,7.14396312481264,3.957902283164486,-2.2633273551768776,2.546687448184349,3.3062399300328233,3.588552347409495,-1.1094924359973313,1.7755065846159295,2.746711735115236,-1.6923688770774776,0.6932096366667976,-0.9905863305778659,-2.3946026678917907,1.2796466932827892,-2.3067352877928817,-0.5072578537924028,-0.16206243683697572,0.3570251188381545,0.8484082350795971,-1.880429489912528,0.31604795313869255,-3.2147808008665244,0.3893041689579599,-1.0236780417870655,-0.6382779569913029,-0.2797856073693654,1.021166685412794,-1.7523453594916019,0.27789081860327636,2.0174507265448263,-4.617629502964893,-1.3842812450748954,-4.0880849375741075,-2.22491626931138,-1.111044712332356,1.451989353087499,1.2680771888059195,-0.21679715585242906,-2.3162650087488204,2.585001142526975,-4.358275406636483,4.460059027421415,-1.6357588241782766,-0.6066515000004583,-0.5326270645197769,0.026977457075717356,0.5649588160009855,2.0645947444674246,-0.3225347646491536,-2.6590795723210316,-1.0780422146655109,2.5735701236885613,-0.4779481871440764,-0.9262249822601424,1.0165105999632837,0.46633207057638504,1.9306420723241746,-1.0077885444384937,-2.791441636691306,-0.46216692639048246,-1.686528094481237,-0.8672704602181559,-0.45760615180560205,-0.01462333223058915,-3.5444128897563596,-1.1892344814689124,-1.153678013281247,-2.478913591360548,1.0846850149799996,-1.175695193267834,1.0393621699028186,-4.839450382561133,-5.038341982539655,0.8635199970591052,-0.26241866973499717,-3.7483481014769735,1.2832769422179326,0.6533293954236792,-5.543141803603496,-0.9346605428539025,2.2489847389340505,-3.384554687289317,-0.7736276119758588,-7.254725514395597,-4.837846495433159,1.6572822858685665,5.2676117729149095,1.2675333021974284,-2.5284883395118447,0.8409783968774394]"
20,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Golden 1/0_100.jpg,Apple Golden 1,"[27.24149364121516,-1.7962025712596317,1.4097572846473825,4.031528520250405,-6.2838255421970795,-6.844034496545764,3.8527665505195188,-2.977747060442325,-1.1656611521045586,-1.8944676331590427,0.6518707773364245,1.0609385757515875,-3.468263421439001,-1.0539627055429353,2.409842678886019,0.9917889341740872,-0.5417917789665407,-1.5930692651985834,-5.72852640982777,3.5173574370986254,-3.874184319553483,-1.9728210546304585,-3.771428461053003,-2.1715041112421516,1.875602419082854,-3.16844672203943,-0.8918601410909397,-0.28820573951127726,6.280244897188566,-1.8725980290069633,0.6795699513013495,-0.9114243193060492,-0.5518553184187848,-3.1998352156820182,3.208890512635749,1.4995626546656475,-1.788253288672994,0.2310832105684192,-2.0924225553787235,0.6526478621622511,-1.9597597106915814,0.9730419083321639,0.43841726911617346,-0.12970134542501166,4.613773596659619,-0.04794627343073723,-0.0002831296527550319,-2.3535101146552977,2.3842433936973397,-2.199029105183522,0.412518100545499,2.9930808114144116,-2.741942138925415,2.2145701569385894,1.9422640976426058,0.9240365192746635,1.009854996994023,2.4523410704373476,-2.611298082246815,-1.568344358302956,-2.641559749339183,-3.131566643202107,-2.0106894576742302,-3.7189873341973825,0.6224855978178986,0.7423219125292779,1.2783850219546748,1.3293956085647705,1.4819166866113276,-1.634856736405211,3.5837495140271525,0.42728694176095855,-0.5193361017233249,0.9276125327833159,-2.9492028625367275,-0.29600477497737576,1.8339591907021826,-1.7099381859087697,0.4544727684287065,-3.8309829939324307,2.5191013536052913,-1.728606251637897,-0.9409352331837986,3.0323329754175994,0.7352353215729306,-4.176109087338506,0.5466487397037164,0.698279809543324,-1.4688681864971862,1.1727625383479794,-2.378538336930568,-1.333392282610241,1.471043937949748,2.3735439529035127,0.01734243188042758,3.1300171087450717,-0.5949099369832442,-0.14553176747013513,2.691258640820647,0.08736271748267824]"
21,data_sample/fruits_360/Training/data_sample/fruits_360/Training/Apple Golden 1/10_100.jpg,Apple Golden 1,"[24.989019797148906,-1.0976139653111368,2.5540917533477785,5.627823483150282,-5.201003187023969,-6.284093013381475,3.6863212477588796,-1.816633516769697,-2.7285325186508262,0.15074190202015472,0.04922725999558855,-0.2174132842546206,-2.7925045810736284,-1.4620288003062178,3.1943622614450464,0.2803363932239241,-0.4586784561662487,-2.604894706492734,-6.165688707242955,4.29525883916599,-3.806772286631227,-2.1431209963999387,-3.366250061642584,-1.4631421079951543,1.8200064190428829,-3.02201067541968,-1.4632534578695422,0.32348810010342044,6.84572629108028,-1.757341076257626,1.4906927645975474,-0.2497972181663135,-0.3535117001857426,-2.774225572551629,3.1406028267994435,1.0247859658086096,-2.8026676535347486,-0.2271713798682371,-2.61490944066396,0.4877668083092878,-1.9593180996965087,0.38243000726394555,0.6763839712485228,-0.42633309840180394,4.87748070741924,0.14942603628074722,0.41147994139027955,-3.2890877285650335,2.162261279325104,-3.1006066601313313,0.16006247007376195,2.74698353453064,-3.966496803278406,1.825779147620305,1.860640197974402,0.07267209163094232,1.7107484973886216,3.1783654924485436,-3.2440428663347687,-1.5961208466820096,-2.78547115217859,-3.827190052438106,-2.5547418577895717,-4.495118584672285,0.769585817875657,0.6592295685500207,1.5585433157589175,0.8084533953841481,1.047798535890087,-2.4151815172590014,2.786877655742358,0.7658675658597672,-0.4654503949010796,1.3058967722682628,-3.1783731406967486,-1.157831462014013,2.1189127338050993,-1.7546700765285494,0.15382114292056634,-4.396771005588461,1.684746376607808,-2.161958850732492,-1.7110990998292703,4.052022581035872,1.4858627702908347,-5.034320235662801,0.2709886744497107,0.22140181868002445,-1.4206527899255468,1.7985556108571668,-3.3483825751940115,-2.0118986994947226,1.2952726839233444,1.7758920445640813,-0.5421732583751073,4.078057072367529,-0.2187727383336375,-0.8213418841585978,2.3474371263177125,-0.295783038003599]"
